Aletas,D_in_PVC (mm),D_out_PVC (mm),D_aleta (mm),Proporción Serpentín,C_coil (mm),T_out_hot (°C),UA Total (W/K),Efectividad,Altura Serpentín (m),Número de Vueltas
10,34.0,40.0,7.62,0.6,20.4,18.8157,5.384,0.074,0.146,14.6622
10,34.0,40.0,8.255,0.6,20.4,18.8059,5.4303,0.0746,0.146,14.6622
10,34.0,40.0,8.89,0.6,20.4,18.7955,5.4798,0.0753,0.146,14.6622
10,34.0,40.0,9.525,0.6,20.4,18.7845,5.5324,0.076,0.146,14.6622
10,34.0,40.0,10.16,0.6,20.4,18.7728,5.588,0.0767,0.146,14.6622
10,34.0,40.0,10.795,0.6,20.4,18.7605,5.6466,0.0775,0.146,14.6622
10,34.0,40.0,11.43,0.6,20.4,18.7476,5.7082,0.0783,0.146,14.6622
10,34.0,40.0,12.065,0.6,20.4,18.7341,5.7726,0.0791,0.146,14.6622
10,34.0,40.0,6.985,0.7,23.8,18.8276,5.3273,0.0733,0.1264,12.6038
10,34.0,40.0,7.62,0.7,23.8,18.8185,5.3703,0.0738,0.1264,12.6038
10,34.0,40.0,8.255,0.7,23.8,18.8088,5.4164,0.0744,0.1264,12.6038
10,34.0,40.0,8.89,0.7,23.8,18.7985,5.4656,0.0751,0.1264,12.6038
10,34.0,40.0,9.525,0.7,23.8,18.7875,5.5179,0.0758,0.1264,12.6038
10,34.0,40.0,10.16,0.7,23.8,18.7759,5.5733,0.0765,0.1264,12.6038
10,34.0,40.0,10.795,0.7,23.8,18.7636,5.6316,0.0773,0.1264,12.6038
10,34.0,40.0,11.43,0.7,23.8,18.7508,5.6928,0.0781,0.1264,12.6038
10,34.0,40.0,12.065,0.7,23.8,18.7374,5.7569,0.0789,0.1264,12.6038
10,34.0,40.0,6.985,0.8,27.2,18.8301,5.3153,0.0731,0.1116,11.049
10,34.0,40.0,7.62,0.8,27.2,18.8211,5.3581,0.0737,0.1116,11.049
10,34.0,40.0,8.255,0.8,27.2,18.8114,5.4039,0.0743,0.1116,11.049
10,34.0,40.0,8.89,0.8,27.2,18.8011,5.453,0.0749,0.1116,11.049
10,34.0,40.0,9.525,0.8,27.2,18.7902,5.505,0.0756,0.1116,11.049
10,34.0,40.0,10.16,0.8,27.2,18.7786,5.5601,0.0763,0.1116,11.049
10,34.0,40.0,10.795,0.8,27.2,18.7665,5.6181,0.0771,0.1116,11.049
10,34.0,40.0,11.43,0.8,27.2,18.7537,5.6791,0.0779,0.1116,11.049
10,34.0,40.0,12.065,0.8,27.2,18.7403,5.7428,0.0787,0.1116,11.049
10,34.0,40.0,6.985,0.9,30.6,18.8324,5.3044,0.073,0.1,9.834
10,34.0,40.0,7.62,0.9,30.6,18.8234,5.347,0.0735,0.1,9.834
10,34.0,40.0,8.255,0.9,30.6,18.8138,5.3927,0.0741,0.1,9.834
10,34.0,40.0,8.89,0.9,30.6,18.8036,5.4415,0.0748,0.1,9.834
10,34.0,40.0,9.525,0.9,30.6,18.7927,5.4933,0.0755,0.1,9.834
10,34.0,40.0,10.16,0.9,30.6,18.7811,5.5482,0.0762,0.1,9.834
10,34.0,40.0,10.795,0.9,30.6,18.769,5.606,0.0769,0.1,9.834
10,34.0,40.0,11.43,0.9,30.6,18.7563,5.6666,0.0777,0.1,9.834
10,34.0,40.0,12.065,0.9,30.6,18.743,5.7301,0.0786,0.1,9.834
10,42.6,50.0,6.985,0.4,17.04,19.2204,3.4903,0.0487,0.1728,17.4717
10,42.6,50.0,7.62,0.4,17.04,19.2141,3.5193,0.0491,0.1728,17.4717
10,42.6,50.0,8.255,0.4,17.04,19.2073,3.5504,0.0495,0.1728,17.4717
10,42.6,50.0,8.89,0.4,17.04,19.2001,3.5837,0.05,0.1728,17.4717
10,42.6,50.0,9.525,0.4,17.04,19.1925,3.6191,0.0505,0.1728,17.4717
10,42.6,50.0,10.16,0.4,17.04,19.1843,3.6566,0.051,0.1728,17.4717
10,42.6,50.0,6.985,0.5,21.3,19.2221,3.4823,0.0486,0.1402,14.0552
10,42.6,50.0,7.62,0.5,21.3,19.2159,3.5111,0.049,0.1402,14.0552
10,42.6,50.0,8.255,0.5,21.3,19.2091,3.5421,0.0494,0.1402,14.0552
10,42.6,50.0,8.89,0.5,21.3,19.202,3.5752,0.0499,0.1402,14.0552
10,42.6,50.0,9.525,0.5,21.3,19.1943,3.6104,0.0504,0.1402,14.0552
10,42.6,50.0,10.16,0.5,21.3,19.1862,3.6478,0.0509,0.1402,14.0552
10,42.6,50.0,10.795,0.5,21.3,19.1777,3.6872,0.0514,0.1402,14.0552
10,42.6,50.0,11.43,0.5,21.3,19.1687,3.7286,0.052,0.1402,14.0552
10,42.6,50.0,12.065,0.5,21.3,19.1594,3.7721,0.0525,0.1402,14.0552
10,42.6,50.0,6.985,0.6,25.56,19.2236,3.4754,0.0485,0.1183,11.7484
10,42.6,50.0,7.62,0.6,25.56,19.2174,3.5041,0.0489,0.1183,11.7484
10,42.6,50.0,8.255,0.6,25.56,19.2107,3.535,0.0493,0.1183,11.7484
10,42.6,50.0,8.89,0.6,25.56,19.2035,3.5679,0.0498,0.1183,11.7484
10,42.6,50.0,9.525,0.6,25.56,19.1959,3.603,0.0503,0.1183,11.7484
10,42.6,50.0,10.16,0.6,25.56,19.1879,3.6402,0.0508,0.1183,11.7484
10,42.6,50.0,10.795,0.6,25.56,19.1794,3.6795,0.0513,0.1183,11.7484
10,42.6,50.0,11.43,0.6,25.56,19.1705,3.7207,0.0518,0.1183,11.7484
10,42.6,50.0,12.065,0.6,25.56,19.1611,3.764,0.0524,0.1183,11.7484
10,42.6,50.0,6.985,0.7,29.82,19.2249,3.4693,0.0484,0.1024,10.0886
10,42.6,50.0,7.62,0.7,29.82,19.2187,3.498,0.0488,0.1024,10.0886
10,42.6,50.0,8.255,0.7,29.82,19.212,3.5287,0.0492,0.1024,10.0886
10,42.6,50.0,8.89,0.7,29.82,19.2049,3.5616,0.0497,0.1024,10.0886
10,42.6,50.0,9.525,0.7,29.82,19.1973,3.5966,0.0502,0.1024,10.0886
10,42.6,50.0,10.16,0.7,29.82,19.1893,3.6336,0.0507,0.1024,10.0886
10,42.6,50.0,10.795,0.7,29.82,19.1808,3.6727,0.0512,0.1024,10.0886
10,42.6,50.0,11.43,0.7,29.82,19.1719,3.7138,0.0518,0.1024,10.0886
10,42.6,50.0,12.065,0.7,29.82,19.1626,3.7569,0.0523,0.1024,10.0886
10,42.6,50.0,6.985,0.8,34.08,19.2261,3.464,0.0484,0.0905,8.8382
10,42.6,50.0,7.62,0.8,34.08,19.2199,3.4925,0.0488,0.0905,8.8382
10,42.6,50.0,8.255,0.8,34.08,19.2132,3.5231,0.0492,0.0905,8.8382
10,42.6,50.0,8.89,0.8,34.08,19.2061,3.5559,0.0496,0.0905,8.8382
10,42.6,50.0,9.525,0.8,34.08,19.1986,3.5908,0.0501,0.0905,8.8382
10,42.6,50.0,10.16,0.8,34.08,19.1906,3.6277,0.0506,0.0905,8.8382
10,42.6,50.0,10.795,0.8,34.08,19.1821,3.6667,0.0511,0.0905,8.8382
10,42.6,50.0,11.43,0.8,34.08,19.1733,3.7076,0.0517,0.0905,8.8382
10,42.6,50.0,12.065,0.8,34.08,19.164,3.7506,0.0523,0.0905,8.8382
10,42.6,50.0,6.985,0.9,38.34,19.2272,3.4591,0.0483,0.0812,7.8626
10,42.6,50.0,7.62,0.9,38.34,19.221,3.4875,0.0487,0.0812,7.8626
10,42.6,50.0,8.255,0.9,38.34,19.2143,3.5181,0.0491,0.0812,7.8626
10,42.6,50.0,8.89,0.9,38.34,19.2073,3.5507,0.0495,0.0812,7.8626
10,42.6,50.0,9.525,0.9,38.34,19.1997,3.5855,0.05,0.0812,7.8626
10,42.6,50.0,10.16,0.9,38.34,19.1917,3.6223,0.0505,0.0812,7.8626
10,42.6,50.0,10.795,0.9,38.34,19.1833,3.6612,0.051,0.0812,7.8626
10,42.6,50.0,11.43,0.9,38.34,19.1745,3.702,0.0516,0.0812,7.8626
10,42.6,50.0,12.065,0.9,38.34,19.1652,3.7449,0.0522,0.0812,7.8626
10,53.6,63.0,6.985,0.3,16.08,19.4896,2.2624,0.0319,0.1824,18.48
10,53.6,63.0,7.62,0.3,16.08,19.4853,2.2815,0.0322,0.1824,18.48
10,53.6,63.0,8.255,0.3,16.08,19.4808,2.302,0.0325,0.1824,18.48
10,53.6,63.0,8.89,0.3,16.08,19.4759,2.324,0.0328,0.1824,18.48
10,53.6,63.0,9.525,0.3,16.08,19.4708,2.3473,0.0331,0.1824,18.48
10,53.6,63.0,6.985,0.4,21.44,19.4905,2.2581,0.0318,0.1394,13.9653
10,53.6,63.0,7.62,0.4,21.44,19.4863,2.2771,0.0321,0.1394,13.9653
10,53.6,63.0,8.255,0.4,21.44,19.4818,2.2975,0.0324,0.1394,13.9653
10,53.6,63.0,8.89,0.4,21.44,19.477,2.3194,0.0327,0.1394,13.9653
10,53.6,63.0,9.525,0.4,21.44,19.4718,2.3427,0.033,0.1394,13.9653
10,53.6,63.0,10.16,0.4,21.44,19.4663,2.3673,0.0334,0.1394,13.9653
10,53.6,63.0,10.795,0.4,21.44,19.4606,2.3934,0.0337,0.1394,13.9653
10,53.6,63.0,11.43,0.4,21.44,19.4545,2.4209,0.0341,0.1394,13.9653
10,53.6,63.0,12.065,0.4,21.44,19.4482,2.4497,0.0345,0.1394,13.9653
10,53.6,63.0,6.985,0.5,26.8,19.4913,2.2545,0.0318,0.1131,11.2119
10,53.6,63.0,7.62,0.5,26.8,19.4871,2.2735,0.0321,0.1131,11.2119
10,53.6,63.0,8.255,0.5,26.8,19.4826,2.2938,0.0323,0.1131,11.2119
10,53.6,63.0,8.89,0.5,26.8,19.4778,2.3156,0.0326,0.1131,11.2119
10,53.6,63.0,9.525,0.5,26.8,19.4727,2.3388,0.033,0.1131,11.2119
10,53.6,63.0,10.16,0.5,26.8,19.4672,2.3634,0.0333,0.1131,11.2119
10,53.6,63.0,10.795,0.5,26.8,19.4615,2.3894,0.0337,0.1131,11.2119
10,53.6,63.0,11.43,0.5,26.8,19.4554,2.4168,0.034,0.1131,11.2119
10,53.6,63.0,12.065,0.5,26.8,19.4491,2.4455,0.0344,0.1131,11.2119
10,53.6,63.0,6.985,0.6,32.16,19.492,2.2515,0.0318,0.0955,9.3613
10,53.6,63.0,7.62,0.6,32.16,19.4878,2.2704,0.032,0.0955,9.3613
10,53.6,63.0,8.255,0.6,32.16,19.4833,2.2907,0.0323,0.0955,9.3613
10,53.6,63.0,8.89,0.6,32.16,19.4785,2.3124,0.0326,0.0955,9.3613
10,53.6,63.0,9.525,0.6,32.16,19.4734,2.3355,0.0329,0.0955,9.3613
10,53.6,63.0,10.16,0.6,32.16,19.468,2.3601,0.0333,0.0955,9.3613
10,53.6,63.0,10.795,0.6,32.16,19.4622,2.386,0.0336,0.0955,9.3613
10,53.6,63.0,11.43,0.6,32.16,19.4562,2.4133,0.034,0.0955,9.3613
10,53.6,63.0,12.065,0.6,32.16,19.4499,2.4419,0.0344,0.0955,9.3613
10,53.6,63.0,6.985,0.7,37.52,19.4926,2.2488,0.0317,0.0829,8.0334
10,53.6,63.0,7.62,0.7,37.52,19.4884,2.2677,0.032,0.0829,8.0334
10,53.6,63.0,8.255,0.7,37.52,19.4839,2.2879,0.0323,0.0829,8.0334
10,53.6,63.0,8.89,0.7,37.52,19.4791,2.3096,0.0326,0.0829,8.0334
10,53.6,63.0,9.525,0.7,37.52,19.474,2.3327,0.0329,0.0829,8.0334
10,53.6,63.0,10.16,0.7,37.52,19.4686,2.3571,0.0332,0.0829,8.0334
10,53.6,63.0,10.795,0.7,37.52,19.4629,2.383,0.0336,0.0829,8.0334
10,53.6,63.0,11.43,0.7,37.52,19.4569,2.4102,0.0339,0.0829,8.0334
10,53.6,63.0,12.065,0.7,37.52,19.4506,2.4388,0.0343,0.0829,8.0334
10,53.6,63.0,6.985,0.8,42.88,19.4931,2.2464,0.0317,0.0734,7.0345
10,53.6,63.0,7.62,0.8,42.88,19.4889,2.2652,0.0319,0.0734,7.0345
10,53.6,63.0,8.255,0.8,42.88,19.4845,2.2854,0.0322,0.0734,7.0345
10,53.6,63.0,8.89,0.8,42.88,19.4797,2.3071,0.0325,0.0734,7.0345
10,53.6,63.0,9.525,0.8,42.88,19.4746,2.3301,0.0328,0.0734,7.0345
10,53.6,63.0,10.16,0.8,42.88,19.4692,2.3545,0.0332,0.0734,7.0345
10,53.6,63.0,10.795,0.8,42.88,19.4635,2.3803,0.0335,0.0734,7.0345
10,53.6,63.0,11.43,0.8,42.88,19.4575,2.4074,0.0339,0.0734,7.0345
10,53.6,63.0,12.065,0.8,42.88,19.4512,2.4359,0.0343,0.0734,7.0345
10,53.6,63.0,6.985,0.9,48.24,19.4936,2.2442,0.0317,0.0659,6.2562
10,53.6,63.0,7.62,0.9,48.24,19.4894,2.263,0.0319,0.0659,6.2562
10,53.6,63.0,8.255,0.9,48.24,19.485,2.2832,0.0322,0.0659,6.2562
10,53.6,63.0,8.89,0.9,48.24,19.4802,2.3048,0.0325,0.0659,6.2562
10,53.6,63.0,9.525,0.9,48.24,19.4751,2.3277,0.0328,0.0659,6.2562
10,53.6,63.0,10.16,0.9,48.24,19.4697,2.3521,0.0331,0.0659,6.2562
10,53.6,63.0,10.795,0.9,48.24,19.464,2.3778,0.0335,0.0659,6.2562
10,53.6,63.0,11.43,0.9,48.24,19.458,2.4049,0.0339,0.0659,6.2562
10,53.6,63.0,12.065,0.9,48.24,19.4518,2.4334,0.0343,0.0659,6.2562
11,17.0,20.0,6.985,0.8,13.6,16.0543,20.1075,0.2466,0.2131,21.7021
11,17.0,20.0,6.985,0.9,15.3,16.0762,19.9766,0.2452,0.191,19.3873
11,17.0,20.0,7.62,0.9,15.3,16.0519,20.1222,0.2468,0.191,19.3873
11,17.0,20.0,8.255,0.9,15.3,16.0261,20.2773,0.2484,0.191,19.3873
11,17.0,20.0,8.89,0.9,15.3,15.9988,20.4414,0.2501,0.191,19.3873
11,22.0,25.0,6.985,0.7,15.4,17.4372,12.3059,0.1602,0.1899,19.2662
11,22.0,25.0,7.62,0.7,15.4,17.4183,12.4061,0.1614,0.1899,19.2662
11,22.0,25.0,8.255,0.7,15.4,17.3982,12.5133,0.1626,0.1899,19.2662
11,22.0,25.0,8.89,0.7,15.4,17.3768,12.6273,0.164,0.1899,19.2662
11,22.0,25.0,6.985,0.8,17.6,17.448,12.2483,0.1595,0.1676,16.9321
11,22.0,25.0,7.62,0.8,17.6,17.4293,12.3476,0.1607,0.1676,16.9321
11,22.0,25.0,8.255,0.8,17.6,17.4094,12.4538,0.1619,0.1676,16.9321
11,22.0,25.0,8.89,0.8,17.6,17.3882,12.5667,0.1632,0.1676,16.9321
11,22.0,25.0,9.525,0.8,17.6,17.3658,12.6861,0.1646,0.1676,16.9321
11,22.0,25.0,10.16,0.8,17.6,17.3423,12.8117,0.1661,0.1676,16.9321
11,22.0,25.0,10.795,0.8,17.6,17.3178,12.9431,0.1676,0.1676,16.9321
11,22.0,25.0,6.985,0.9,19.8,17.4578,12.1964,0.1589,0.1501,15.0965
11,22.0,25.0,7.62,0.9,19.8,17.4393,12.2948,0.16,0.1501,15.0965
11,22.0,25.0,8.255,0.9,19.8,17.4194,12.4001,0.1613,0.1501,15.0965
11,22.0,25.0,8.89,0.9,19.8,17.3984,12.5121,0.1626,0.1501,15.0965
11,22.0,25.0,9.525,0.9,19.8,17.3762,12.6304,0.164,0.1501,15.0965
11,22.0,25.0,10.16,0.9,19.8,17.3529,12.7549,0.1654,0.1501,15.0965
11,22.0,25.0,10.795,0.9,19.8,17.3286,12.8852,0.167,0.1501,15.0965
11,22.0,25.0,11.43,0.9,19.8,17.3033,13.021,0.1685,0.1501,15.0965
11,22.0,25.0,12.065,0.9,19.8,17.277,13.1619,0.1702,0.1501,15.0965
11,27.2,32.0,6.985,0.5,13.6,18.2282,8.2403,0.1107,0.2131,21.7021
11,27.2,32.0,6.985,0.6,16.32,18.2351,8.2059,0.1103,0.1799,18.2174
11,27.2,32.0,7.62,0.6,16.32,18.221,8.2764,0.1112,0.1799,18.2174
11,27.2,32.0,8.255,0.6,16.32,18.2058,8.352,0.1121,0.1799,18.2174
11,27.2,32.0,8.89,0.6,16.32,18.1896,8.4325,0.1131,0.1799,18.2174
11,27.2,32.0,9.525,0.6,16.32,18.1725,8.5179,0.1142,0.1799,18.2174
11,27.2,32.0,6.985,0.7,19.04,18.2412,8.1758,0.1099,0.1557,15.6844
11,27.2,32.0,7.62,0.7,19.04,18.2271,8.2458,0.1108,0.1557,15.6844
11,27.2,32.0,8.255,0.7,19.04,18.212,8.3208,0.1117,0.1557,15.6844
11,27.2,32.0,8.89,0.7,19.04,18.196,8.4008,0.1127,0.1557,15.6844
11,27.2,32.0,9.525,0.7,19.04,18.179,8.4855,0.1138,0.1557,15.6844
11,27.2,32.0,10.16,0.7,19.04,18.1611,8.575,0.1149,0.1557,15.6844
11,27.2,32.0,10.795,0.7,19.04,18.1423,8.6691,0.1161,0.1557,15.6844
11,27.2,32.0,11.43,0.7,19.04,18.1227,8.7675,0.1173,0.1557,15.6844
11,27.2,32.0,12.065,0.7,19.04,18.1023,8.8701,0.1186,0.1557,15.6844
11,27.2,32.0,6.985,0.8,21.76,18.2466,8.149,0.1096,0.1375,13.7638
11,27.2,32.0,7.62,0.8,21.76,18.2326,8.2185,0.1105,0.1375,13.7638
11,27.2,32.0,8.255,0.8,21.76,18.2176,8.293,0.1114,0.1375,13.7638
11,27.2,32.0,8.89,0.8,21.76,18.2017,8.3725,0.1124,0.1375,13.7638
11,27.2,32.0,9.525,0.8,21.76,18.1848,8.4567,0.1134,0.1375,13.7638
11,27.2,32.0,10.16,0.8,21.76,18.167,8.5455,0.1146,0.1375,13.7638
11,27.2,32.0,10.795,0.8,21.76,18.1484,8.6389,0.1157,0.1375,13.7638
11,27.2,32.0,11.43,0.8,21.76,18.1289,8.7367,0.1169,0.1375,13.7638
11,27.2,32.0,12.065,0.8,21.76,18.1086,8.8386,0.1182,0.1375,13.7638
11,27.2,32.0,6.985,0.9,24.48,18.2514,8.1248,0.1093,0.1231,12.259
11,27.2,32.0,7.62,0.9,24.48,18.2375,8.1939,0.1102,0.1231,12.259
11,27.2,32.0,8.255,0.9,24.48,18.2227,8.268,0.1111,0.1231,12.259
11,27.2,32.0,8.89,0.9,24.48,18.2068,8.3469,0.1121,0.1231,12.259
11,27.2,32.0,9.525,0.9,24.48,18.19,8.4306,0.1131,0.1231,12.259
11,27.2,32.0,10.16,0.9,24.48,18.1723,8.5189,0.1142,0.1231,12.259
11,27.2,32.0,10.795,0.9,24.48,18.1538,8.6117,0.1154,0.1231,12.259
11,27.2,32.0,11.43,0.9,24.48,18.1344,8.7088,0.1166,0.1231,12.259
11,27.2,32.0,12.065,0.9,24.48,18.1142,8.8101,0.1179,0.1231,12.259
11,34.0,40.0,6.985,0.4,13.6,18.8168,5.3787,0.074,0.2131,21.7021
11,34.0,40.0,6.985,0.5,17.0,18.8206,5.3606,0.0737,0.1731,17.5116
11,34.0,40.0,7.62,0.5,17.0,18.8105,5.4083,0.0743,0.1731,17.5116
11,34.0,40.0,8.255,0.5,17.0,18.7997,5.4596,0.075,0.1731,17.5116
11,34.0,40.0,8.89,0.5,17.0,18.7882,5.5143,0.0757,0.1731,17.5116
11,34.0,40.0,9.525,0.5,17.0,18.776,5.5725,0.0765,0.1731,17.5116
11,34.0,40.0,10.16,0.5,17.0,18.7631,5.634,0.0773,0.1731,17.5116
11,34.0,40.0,6.985,0.6,20.4,18.8238,5.3452,0.0735,0.146,14.6622
11,34.0,40.0,7.62,0.6,20.4,18.8138,5.3927,0.0741,0.146,14.6622
11,34.0,40.0,8.255,0.6,20.4,18.8031,5.4436,0.0748,0.146,14.6622
11,34.0,40.0,8.89,0.6,20.4,18.7917,5.498,0.0755,0.146,14.6622
11,34.0,40.0,9.525,0.6,20.4,18.7795,5.5559,0.0763,0.146,14.6622
11,34.0,40.0,10.16,0.6,20.4,18.7667,5.617,0.0771,0.146,14.6622
11,34.0,40.0,10.795,0.6,20.4,18.7532,5.6815,0.0779,0.146,14.6622
11,34.0,40.0,11.43,0.6,20.4,18.739,5.7491,0.0788,0.146,14.6622
11,34.0,40.0,12.065,0.6,20.4,18.7242,5.8199,0.0797,0.146,14.6622
11,34.0,40.0,6.985,0.7,23.8,18.8267,5.3317,0.0733,0.1264,12.6038
11,34.0,40.0,7.62,0.7,23.8,18.8167,5.3789,0.074,0.1264,12.6038
11,34.0,40.0,8.255,0.7,23.8,18.806,5.4296,0.0746,0.1264,12.6038
11,34.0,40.0,8.89,0.7,23.8,18.7947,5.4838,0.0753,0.1264,12.6038
11,34.0,40.0,9.525,0.7,23.8,18.7826,5.5413,0.0761,0.1264,12.6038
11,34.0,40.0,10.16,0.7,23.8,18.7698,5.6021,0.0769,0.1264,12.6038
11,34.0,40.0,10.795,0.7,23.8,18.7564,5.6662,0.0777,0.1264,12.6038
11,34.0,40.0,11.43,0.7,23.8,18.7423,5.7335,0.0786,0.1264,12.6038
11,34.0,40.0,12.065,0.7,23.8,18.7276,5.8039,0.0795,0.1264,12.6038
11,34.0,40.0,6.985,0.8,27.2,18.8292,5.3197,0.0732,0.1116,11.049
11,34.0,40.0,7.62,0.8,27.2,18.8193,5.3667,0.0738,0.1116,11.049
11,34.0,40.0,8.255,0.8,27.2,18.8087,5.4171,0.0745,0.1116,11.049
11,34.0,40.0,8.89,0.8,27.2,18.7973,5.471,0.0752,0.1116,11.049
11,34.0,40.0,9.525,0.8,27.2,18.7853,5.5283,0.0759,0.1116,11.049
11,34.0,40.0,10.16,0.8,27.2,18.7726,5.5888,0.0767,0.1116,11.049
11,34.0,40.0,10.795,0.8,27.2,18.7592,5.6526,0.0775,0.1116,11.049
11,34.0,40.0,11.43,0.8,27.2,18.7452,5.7196,0.0784,0.1116,11.049
11,34.0,40.0,12.065,0.8,27.2,18.7306,5.7896,0.0793,0.1116,11.049
11,34.0,40.0,6.985,0.9,30.6,18.8315,5.3088,0.073,0.1,9.834
11,34.0,40.0,7.62,0.9,30.6,18.8216,5.3556,0.0736,0.1,9.834
11,34.0,40.0,8.255,0.9,30.6,18.8111,5.4058,0.0743,0.1,9.834
11,34.0,40.0,8.89,0.9,30.6,18.7998,5.4595,0.075,0.1,9.834
11,34.0,40.0,9.525,0.9,30.6,18.7878,5.5165,0.0758,0.1,9.834
11,34.0,40.0,10.16,0.9,30.6,18.7751,5.5768,0.0766,0.1,9.834
11,34.0,40.0,10.795,0.9,30.6,18.7618,5.6403,0.0774,0.1,9.834
11,34.0,40.0,11.43,0.9,30.6,18.7479,5.7069,0.0783,0.1,9.834
11,34.0,40.0,12.065,0.9,30.6,18.7333,5.7767,0.0792,0.1,9.834
11,42.6,50.0,6.985,0.4,17.04,19.2197,3.4932,0.0488,0.1728,17.4717
11,42.6,50.0,7.62,0.4,17.04,19.2128,3.5251,0.0492,0.1728,17.4717
11,42.6,50.0,8.255,0.4,17.04,19.2054,3.5593,0.0497,0.1728,17.4717
11,42.6,50.0,8.89,0.4,17.04,19.1975,3.5959,0.0502,0.1728,17.4717
11,42.6,50.0,9.525,0.4,17.04,19.189,3.6349,0.0507,0.1728,17.4717
11,42.6,50.0,10.16,0.4,17.04,19.1801,3.6761,0.0512,0.1728,17.4717
11,42.6,50.0,6.985,0.5,21.3,19.2215,3.4852,0.0487,0.1402,14.0552
11,42.6,50.0,7.62,0.5,21.3,19.2146,3.5169,0.0491,0.1402,14.0552
11,42.6,50.0,8.255,0.5,21.3,19.2072,3.551,0.0495,0.1402,14.0552
11,42.6,50.0,8.89,0.5,21.3,19.1993,3.5874,0.05,0.1402,14.0552
11,42.6,50.0,9.525,0.5,21.3,19.1909,3.6261,0.0506,0.1402,14.0552
11,42.6,50.0,10.16,0.5,21.3,19.182,3.6672,0.0511,0.1402,14.0552
11,42.6,50.0,10.795,0.5,21.3,19.1727,3.7105,0.0517,0.1402,14.0552
11,42.6,50.0,11.43,0.5,21.3,19.1628,3.7561,0.0523,0.1402,14.0552
11,42.6,50.0,12.065,0.5,21.3,19.1525,3.8039,0.053,0.1402,14.0552
11,42.6,50.0,6.985,0.6,25.56,19.223,3.4783,0.0486,0.1183,11.7484
11,42.6,50.0,7.62,0.6,25.56,19.2161,3.5099,0.049,0.1183,11.7484
11,42.6,50.0,8.255,0.6,25.56,19.2088,3.5438,0.0495,0.1183,11.7484
11,42.6,50.0,8.89,0.6,25.56,19.2009,3.5801,0.0499,0.1183,11.7484
11,42.6,50.0,9.525,0.6,25.56,19.1925,3.6187,0.0505,0.1183,11.7484
11,42.6,50.0,10.16,0.6,25.56,19.1837,3.6596,0.051,0.1183,11.7484
11,42.6,50.0,10.795,0.6,25.56,19.1743,3.7027,0.0516,0.1183,11.7484
11,42.6,50.0,11.43,0.6,25.56,19.1645,3.7481,0.0522,0.1183,11.7484
11,42.6,50.0,12.065,0.6,25.56,19.1543,3.7957,0.0529,0.1183,11.7484
11,42.6,50.0,6.985,0.7,29.82,19.2243,3.4723,0.0485,0.1024,10.0886
11,42.6,50.0,7.62,0.7,29.82,19.2175,3.5037,0.0489,0.1024,10.0886
11,42.6,50.0,8.255,0.7,29.82,19.2101,3.5376,0.0494,0.1024,10.0886
11,42.6,50.0,8.89,0.7,29.82,19.2023,3.5737,0.0499,0.1024,10.0886
11,42.6,50.0,9.525,0.7,29.82,19.1939,3.6122,0.0504,0.1024,10.0886
11,42.6,50.0,10.16,0.7,29.82,19.1851,3.6529,0.0509,0.1024,10.0886
11,42.6,50.0,10.795,0.7,29.82,19.1758,3.6959,0.0515,0.1024,10.0886
11,42.6,50.0,11.43,0.7,29.82,19.1661,3.7411,0.0521,0.1024,10.0886
11,42.6,50.0,12.065,0.7,29.82,19.1558,3.7885,0.0528,0.1024,10.0886
11,42.6,50.0,6.985,0.8,34.08,19.2255,3.4669,0.0484,0.0905,8.8382
11,42.6,50.0,7.62,0.8,34.08,19.2186,3.4982,0.0488,0.0905,8.8382
11,42.6,50.0,8.255,0.8,34.08,19.2113,3.5319,0.0493,0.0905,8.8382
11,42.6,50.0,8.89,0.8,34.08,19.2035,3.568,0.0498,0.0905,8.8382
11,42.6,50.0,9.525,0.8,34.08,19.1952,3.6063,0.0503,0.0905,8.8382
11,42.6,50.0,10.16,0.8,34.08,19.1864,3.6469,0.0508,0.0905,8.8382
11,42.6,50.0,10.795,0.8,34.08,19.1772,3.6898,0.0514,0.0905,8.8382
11,42.6,50.0,11.43,0.8,34.08,19.1674,3.7348,0.052,0.0905,8.8382
11,42.6,50.0,12.065,0.8,34.08,19.1572,3.782,0.0527,0.0905,8.8382
11,42.6,50.0,6.985,0.9,38.34,19.2265,3.462,0.0483,0.0812,7.8626
11,42.6,50.0,7.62,0.9,38.34,19.2197,3.4932,0.0488,0.0812,7.8626
11,42.6,50.0,8.255,0.9,38.34,19.2124,3.5269,0.0492,0.0812,7.8626
11,42.6,50.0,8.89,0.9,38.34,19.2046,3.5628,0.0497,0.0812,7.8626
11,42.6,50.0,9.525,0.9,38.34,19.1964,3.601,0.0502,0.0812,7.8626
11,42.6,50.0,10.16,0.9,38.34,19.1876,3.6415,0.0508,0.0812,7.8626
11,42.6,50.0,10.795,0.9,38.34,19.1784,3.6842,0.0514,0.0812,7.8626
11,42.6,50.0,11.43,0.9,38.34,19.1686,3.7291,0.052,0.0812,7.8626
11,42.6,50.0,12.065,0.9,38.34,19.1585,3.7762,0.0526,0.0812,7.8626
11,53.6,63.0,6.985,0.3,16.08,19.4891,2.2644,0.0319,0.1824,18.48
11,53.6,63.0,7.62,0.3,16.08,19.4845,2.2854,0.0322,0.1824,18.48
