D_in_cold,D_out_cold,N_aletas,D_aleta,T_out_hot,UA_total,Efectividad
0.008,0.01,22,0.006985,18.1130813291677,8.81585851753588,0.11793241692702046
0.008,0.01,22,0.007620000000000001,18.086404820470875,8.949977345312206,0.11959969872057107
0.008,0.01,22,0.008255,18.057969408020313,9.093257358362447,0.12137691199873026
0.008,0.01,22,0.008889999999999999,18.027848717258337,9.245388636712121,0.12325945517135481
0.008,0.01,22,0.009524999999999999,17.99612240527614,9.406031160455147,0.12524234967024034
0.008,0.01,22,0.01016,17.962875688671716,9.574816339363405,0.12732026945801955
0.008,0.01,22,0.010794999999999999,17.928198804652936,9.751348876967183,0.12948757470919287
0.008,0.01,22,0.01143,17.89218641512923,9.935208937513792,0.13173834905442214
0.008,0.01,22,0.012065,17.854936964259878,10.125954580255243,0.13406643973375615
0.008,0.01,23,0.006985,18.11184047819205,8.822090630161922,0.11800997011299677
0.008,0.01,23,0.007620000000000001,18.083965647310606,8.962254931773039,0.11975214704308561
0.008,0.01,23,0.008255,18.054263170180832,9.111956555109806,0.12160855186369811
0.008,0.01,23,0.008889999999999999,18.022811874770184,9.270864540704286,0.12357425782686328
0.008,0.01,23,0.009524999999999999,17.989696881602924,9.438616410903489,0.12564394489981864
0.008,0.01,23,0.01016,17.95500908217383,9.614819863847886,0.12781193236413638
0.008,0.01,23,0.010794999999999999,17.918844548058928,9.799054818081956,0.13007221574631653
0.008,0.01,23,0.01143,17.881303881507733,9.990875772869076,0.13241850740576672
0.008,0.01,23,0.012065,17.84249151903333,10.189814445146077,0.13484428006041596
0.008,0.01,24,0.006985,18.11060005355597,8.828321223963838,0.11808749665275342
0.008,0.01,24,0.007620000000000001,18.081528127703677,8.974526608719147,0.11990449201851909
0.008,0.01,24,0.008255,18.05056076526006,9.130642007059423,0.12183995217124724
0.008,0.01,24,0.008889999999999999,18.017782141474356,9.296314859181708,0.12388861615785433
0.008,0.01,24,0.009524999999999999,17.983282979584487,9.471159676428744,0.12604481377596805
0.008,0.01,24,0.01016,17.94715997721613,9.654759908538805,0.12830250142399097
0.008,0.01,24,0.010794999999999999,17.90951516110175,9.846670177462101,0.13065530243114104
0.008,0.01,24,0.01143,17.870455182008925,10.046418839283293,0.13309655112444277
0.008,0.01,24,0.012065,17.830090562491932,10.25351083148353,0.13561933984425523
0.008,0.01,25,0.006985,18.109360055043226,8.834550299496787,0.11816499655979741
0.008,0.01,25,0.007620000000000001,18.0790922599964,8.986792380416103,0.12005673375022535
0.008,0.01,25,0.008255,18.04686218741091,9.149313729360346,0.12207111328681676
0.008,0.01,25,0.008889999999999999,18.012759502571384,9.321739630668432,0.12420253108928797
0.008,0.01,25,0.009524999999999999,17.97688066822269,9.50366103812276,0.12644495823608223
0.008,0.01,25,0.01016,17.93932831638398,9.694636624416209,0.12879198022600072
0.008,0.01,25,0.010794999999999999,17.9002105462975,9.894195212851256,0.1312368408564068
0.008,0.01,25,0.01143,17.85964016156339,10.101838549077518,0.13377248990228693
0.008,0.01,25,0.012065,17.81773386022553,10.317044366212397,0.13639163373590574
0.008,0.01,26,0.006985,18.108120482437982,8.840777857315656,0.11824246984762725
0.008,0.01,26,0.007620000000000001,18.076658042537247,8.999052251125374,0.12020887234142248
0.008,0.01,26,0.008255,18.043167430798235,9.16797173713937,0.12230203557511131
0.008,0.01,26,0.008889999999999999,18.007743943302557,9.34713889361121,0.1245160035435894
0.008,0.01,26,0.009524999999999999,17.97048991662797,9.53612057686869,0.1268443802107536
0.008,0.01,26,0.01016,17.931514042510514,9.734450161981743,0.12928037234309142
0.008,0.01,26,0.010794999999999999,17.89093060666511,9.941630181016126,0.13181683708343017
0.008,0.01,26,0.01143,17.848858666036847,10.157135312743408,0.1344463333726983
0.008,0.01,26,0.012065,17.805421179448615,10.380415673075767,0.13716117628446156
0.008,0.01,27,0.006985,18.106881335524292,8.847003897975068,0.11831991652973219
0.008,0.01,27,0.007620000000000001,18.074225473676904,9.01130622510433,0.12036090789519269
0.008,0.01,27,0.008255,18.039476489598314,9.186616045501085,0.12253271940010368
0.008,0.01,27,0.008889999999999999,18.002735448949466,9.372512686379684,0.12482903444065832
0.008,0.01,27,0.009524999999999999,17.964110694019155,9.568538373341664,0.12724308162380288
0.008,0.01,27,0.01016,17.923717098675525,9.774200671260537,0.12976768133278
0.008,0.01,27,0.010794999999999999,17.88167524572316,9.98897533775111,0.13239529714230402
0.008,0.01,27,0.01143,17.838110542222807,10.212309538953324,0.13511809111107434
0.008,0.01,27,0.012065,17.79315228898639,10.44362537263544,0.13792798193834999
0.008,0.01,28,0.006985,18.10564261408655,8.85322842202937,0.11839733661959231
0.008,0.01,28,0.007620000000000001,18.071794551768278,9.023554306606247,0.1205128405144824
0.008,0.01,28,0.008255,18.03578935799942,9.205246669527893,0.12276316512503634
0.008,0.01,28,0.008889999999999999,17.997734004834,9.397861047266577,0.12514162469787624
0.008,0.01,28,0.009524999999999999,17.957742969723085,9.600914508009444,0.1276410643923078
0.008,0.01,28,0.01016,17.915937428203904,9.81388830180309,0.1302539107372564
0.008,0.01,28,0.010794999999999999,17.872444367486423,10.036230937882907,0.13297222703209718
0.008,0.01,28,0.01143,17.827395637836105,10.267361634570383,0.13578777263524286
0.008,0.01,28,0.012065,17.78092695926091,10.506674082292163,0.1386920650461921
0.008,0.01,29,0.006985,18.104404317909143,8.859451430032639,0.11847473013067913
0.008,0.01,29,0.007620000000000001,18.069365275166376,9.035796499880309,0.12066467030210276
0.008,0.01,29,0.008255,18.03210603020125,9.223863624280083,0.1229933731124235
0.008,0.01,29,0.008889999999999999,17.99273959631813,9.423184014487891,0.12545377523011622
0.008,0.01,29,0.009524999999999999,17.95138671317386,9.633249061133103,0.12803833042663323
0.008,0.01,29,0.01016,17.908174974664576,9.853513202687152,0.1307390640834658
0.008,0.01,29,0.010794999999999999,17.863237876463188,10.083397235275077,0.13354763272105127
0.008,0.01,29,0.01143,17.816713801505784,10.322292004658491,0.13645538740588967
0.008,0.01,29,0.012065,17.76874496227748,10.569562416305757,0.13945343985765588
0.008,0.01,30,0.006985,18.103166446776697,8.865672922538684,0.1185520970764547
0.008,0.01,30,0.007620000000000001,18.06693764222831,9.04803280917162,0.1208163973607294
